,Date,Open,High,Low,Close,Adj Close,Volume,Return,Beta,Variance,AvgTrueRange,Upperband,Lowerband,Middleband,APO,NATR,TRANGE,DMI,MACD,MACDSIGNAL,MACDHIST,MOM,PPO,ROCP,RSI,TRIX,ULTOSC,SLOWK,SLOWD,AD,ADOSC,OBV,Upward_momentum_created,Downward_momentum_created,B5_O_Um,B5_C_Um,B5_E_Um,B5_A_Um,B5_N_Um,B5_O_Dm,B5_C_Dm,B5_E_Dm,B5_A_Dm,B5_N_Dm,Verified_status_True,Verified_status_False,O,C,E,A,N,Real_or_Fake_tweet
0,2015-08-27,7.099999904632568,7.389999866485596,6.900000095367432,7.269999980926514,7.269999980926514,708400,3.8571425846644747,1.3366419822991251,0.05216326487795442,0.7067335652373331,7.643928421761493,6.730357276175519,7.187142848968506,,9.721232009511843,0.48999977111816406,82.09060489575131,,,,-1.679999828338623,,-0.18770948202696822,25.70225588196623,,,56.792472633396905,40.750361637876644,-1329644.947391358,-56502.30640398525,-2915300.0,0.0,268472.0,0.0,0.0,0.0,0.0,0.0,268472.0,268472.0,268472.0,268472.0,268472.0,1,13,14,14,14,14,14,0
1,2015-08-28,7.150000095367432,7.480000019073486,7.150000095367432,7.360000133514404,7.360000133514404,514900,1.2379663387072082,1.4630519422149368,0.025534719716297616,0.6529144735900075,7.466734624907916,6.827551149323041,7.1471428871154785,,8.871120404154674,0.3299999237060547,72.30559847557886,,,,-1.1299996376037598,,-0.13309772297613792,27.74386057130543,,,74.4258060382551,56.48792220177469,-1189217.4041147635,67211.74385592807,-2400400.0,0.0,19835.214941607577,0.0,0.0,0.0,0.0,0.0,19835.214941607577,19835.214941607577,19835.214941607577,19835.214941607577,19835.214941607577,0,4,4,4,4,4,4,0
2,2015-08-31,7.340000152587891,7.570000171661377,7.039999961853027,7.110000133514404,7.110000133514404,543400,-3.3967390688160903,1.6398464225955212,0.022620425547387413,0.6353552930497707,7.423658927533077,6.8220553963281825,7.12285716193063,-1.3532692316250925,8.93607990321824,0.5300002098083496,74.2766495037578,,,,-1.6600003242492676,-15.24678252162781,-0.18928166905393337,25.636511853568773,,,77.86666870117189,69.69498245760796,-1589077.4862926668,-15516.329353979323,-2943800.0,0.0,4543.809961071719,0.0,0.0,0.0,0.0,0.0,4543.809961071719,4543.809961071719,4543.809961071719,4543.809961071719,4543.809961071719,0,3,3,3,3,3,3,0
3,2015-09-01,7.019999980926514,7.079999923706055,6.670000076293945,6.760000228881836,6.760000228881836,511500,-4.922642729397064,1.2390647020422438,0.0362122435589356,0.6074474022170119,7.439161771978402,6.677981177807103,7.058571474892752,-1.3612820154581309,8.985908012572494,0.440000057220459,79.89253628918644,,,,-1.4699993133544922,-15.575994542507821,-0.17861475031808458,23.002285423421853,,,59.988412454432954,70.76029573128665,-1876016.0463834752,-139247.68939110963,-3455300.0,0.0,1481.7024902679298,0.0,0.0,0.0,0.0,0.0,1481.7024902679298,1481.7024902679298,1481.7024902679298,1481.7024902679298,1481.7024902679298,0,2,2,2,2,2,2,0
4,2015-09-02,6.920000076293945,7.179999828338623,6.849999904632568,6.989999771118164,6.989999771118164,867100,3.4023599770553803,0.8306635704486841,0.03444897577716688,0.580669144679837,7.438351600883688,6.695934189695971,7.067142895289829,-1.383461533448636,8.307141111493191,0.4199995994567871,68.30646009685847,,,,-0.6500000953674316,-16.061620887201347,-0.08507854800086954,28.22180387964879,,,41.70691536252087,59.85399883937524,-2007395.3658066466,-219008.69382357132,-2588200.0,0.0,180950.23984428687,0.0,0.0,0.0,0.0,0.0,180950.23984428687,180950.23984428687,180950.23984428687,180950.23984428687,180950.23984428687,0,30,30,30,30,30,30,0
5,2015-09-03,7.059999942779541,7.159999847412109,6.829999923706055,6.929999828338623,6.929999828338623,749500,-0.8583683082144522,0.673159088991634,0.03600000354223454,0.5448592559692967,7.439473348788556,6.680526673009715,7.060000010899135,-1.3621794443864097,7.862327120719708,0.3299999237060547,68.77569765289398,,,,-0.35000038146972656,-16.056154555907128,-0.048076974091040656,27.694388331786808,,46.81407125427191,31.33653478822885,44.34395420172756,-2302653.2697456116,-325674.0110880153,-3337700.0,0.0,8276.727392947229,0.0,0.0,0.0,0.0,0.0,8276.727392947229,8276.727392947229,8276.727392947229,8276.727392947229,8276.727392947229,0,7,7,7,7,7,7,0
6,2015-09-04,6.849999904632568,7.139999866485596,6.849999904632568,7.0,7.0,436900,1.0101035121981905,0.957647040906904,0.03600000354223454,0.5084507853812583,7.439473348788556,6.680526673009715,7.060000010899135,-1.290512766593543,7.26358264830369,0.28999996185302734,68.77569765289398,,,,-0.21000003814697266,-15.43888652760675,-0.029126218728973037,29.35318702941322,,43.364860356949016,33.70367682029477,35.58237565701483,-2287587.405700125,-334909.41040099505,-2900800.0,0.0,3377.9174318755086,0.0,0.0,0.0,0.0,0.0,3377.9174318755086,3377.9174318755086,3377.9174318755086,3377.9174318755086,3377.9174318755086,0,8,8,8,8,8,8,0
7,2015-09-08,7.110000133514404,7.21999979019165,6.980000019073486,7.050000190734863,7.050000190734863,325900,0.7142884390694659,0.9017715644994019,0.028726537323024104,0.47010064048653055,7.367549565036538,6.689593373849832,7.028571469443185,-1.1642948297353897,6.668094010895754,0.23999977111816406,56.18593594147702,,,,0.12000036239624023,-14.175446350395788,0.017316070038779316,30.578294531700926,,39.34324372868276,44.88215947328279,36.64079036060213,-2423378.4248610497,-351447.4516346911,-2574900.0,0.0,2307.4049805358595,0.0,0.0,0.0,0.0,0.0,2307.4049805358595,2307.4049805358595,2307.4049805358595,2307.4049805358595,2307.4049805358595,0,2,2,2,2,2,2,0
8,2015-09-09,7.059999942779541,7.130000114440918,6.75,6.829999923706055,6.829999923706055,307200,-3.120571079103429,0.8520848812534744,0.012934693924293583,0.4572291367657288,7.180318745452929,6.725395562059626,6.952857153756278,-1.0548076568505698,6.694423746312866,0.38000011444091797,64.95444297026354,,,,-0.15000009536743164,-13.06699027433646,-0.02148998495093735,28.256438553861447,,36.54860134814472,40.92629603467382,39.83737744275046,-2601231.218749505,-382852.7709552846,-2882100.0,0.0,26745.744435539928,0.0,0.0,0.0,0.0,0.0,26745.744435539928,26745.744435539928,26745.744435539928,26745.744435539928,26745.744435539928,1,16,17,17,17,17,17,0
9,2015-09-10,6.820000171661377,6.989999771118164,6.760000228881836,6.96999979019165,6.96999979019165,228600,2.0497784487474746,0.9374119504668034,0.009048971090535929,0.42476776611867156,7.123109264650981,6.742604944769361,6.932857104710171,-0.9164743362328949,6.094229252580679,0.22999954223632812,64.95444297026354,,,,-0.03000020980834961,-11.54641314644894,-0.004285744258335659,31.805087910961127,,43.30399667880414,44.30690689778839,43.371787468581665,-2412387.781700428,-300809.0560748861,-2653500.0,0.0,128893.9174318755,0.0,0.0,0.0,0.0,0.0,128893.9174318755,128893.9174318755,128893.9174318755,128893.9174318755,128893.9174318755,1,6,7,7,7,7,7,0
